DateTimes,ShamsiDateTime,Air Pressure(hPa),Air Temperature(C),rel. Humidity(%),Surface Temperature(C),Wind Direction(D),Wind Speed(m/s)
2025-02-28 23:50:10,1403/12/10 23:50:10,750.6,-10.1,47.0,-10.4,203.0,0.4
2025-02-28 23:40:10,1403/12/10 23:40:10,750.6,-10.5,48.0,-10.4,201.0,0.9
2025-02-28 23:30:10,1403/12/10 23:30:10,750.7,-10.6,49.0,-10.8,186.0,1.0
2025-02-28 23:20:10,1403/12/10 23:20:10,750.7,-10.9,47.0,-11.0,185.0,1.2
2025-02-28 23:10:10,1403/12/10 23:10:10,750.7,-10.8,46.0,-11.1,187.0,1.4
2025-02-28 23:00:10,1403/12/10 23:00:10,750.8,-11.4,48.0,-11.0,196.0,0.7
2025-02-28 22:50:10,1403/12/10 22:50:10,751.0,-11.1,44.0,-10.8,187.0,0.7
2025-02-28 22:40:10,1403/12/10 22:40:10,751.1,-9.5,37.0,-10.6,212.0,0.3
2025-02-28 22:30:10,1403/12/10 22:30:10,751.1,-8.9,38.0,-10.5,250.0,0.1
2025-02-28 22:20:10,1403/12/10 22:20:10,751.2,-10.6,43.0,-10.5,215.0,0.6
2025-02-28 22:10:10,1403/12/10 22:10:10,751.2,-10.7,42.0,-10.5,198.0,0.9
2025-02-28 22:00:10,1403/12/10 22:00:10,751.2,-9.7,36.0,-10.5,209.0,0.4
2025-02-28 21:50:10,1403/12/10 21:50:10,751.3,-8.7,33.0,-10.6,244.0,0.3
2025-02-28 21:40:10,1403/12/10 21:40:10,751.3,-8.7,35.0,-10.4,247.0,0.2
2025-02-28 21:30:10,1403/12/10 21:30:10,751.4,-8.6,35.0,-10.3,235.0,0.1
2025-02-28 21:20:10,1403/12/10 21:20:10,751.5,-8.4,33.0,-10.5,236.0,0.4
2025-02-28 21:10:10,1403/12/10 21:10:10,751.6,-9.3,36.0,-10.6,229.0,0.1
2025-02-28 21:00:10,1403/12/10 21:00:10,751.6,-8.9,33.0,-10.7,233.0,0.3
2025-02-28 20:50:10,1403/12/10 20:50:10,751.6,-9.2,33.0,-10.4,219.0,0.2
2025-02-28 20:40:10,1403/12/10 20:40:10,751.6,-8.7,33.0,-10.6,257.0,0.3
2025-02-28 20:30:10,1403/12/10 20:30:10,751.7,-9.3,33.0,-10.8,239.0,0.9
2025-02-28 20:20:10,1403/12/10 20:20:10,751.7,-8.5,33.0,-11.2,240.0,0.7
2025-02-28 20:10:10,1403/12/10 20:10:10,751.7,-8.6,32.0,-11.1,233.0,0.0
2025-02-28 20:00:10,1403/12/10 20:00:10,751.7,-7.7,29.0,-10.8,225.0,0.0
2025-02-28 19:50:10,1403/12/10 19:50:10,751.8,-7.7,28.0,-10.2,249.0,0.1
2025-02-28 19:40:10,1403/12/10 19:40:10,751.8,-7.6,29.0,-9.2,248.0,0.4
2025-02-28 19:30:10,1403/12/10 19:30:10,751.8,-7.0,26.0,-9.0,236.0,0.9
2025-02-28 19:20:10,1403/12/10 19:20:10,751.8,-6.9,25.0,-9.1,242.0,2.1
2025-02-28 19:10:10,1403/12/10 19:10:10,751.9,-6.9,26.0,-9.6,229.0,2.8
2025-02-28 19:00:10,1403/12/10 19:00:10,752.0,-7.1,27.0,-10.0,237.0,1.8
2025-02-28 18:50:10,1403/12/10 18:50:10,752.0,-7.4,29.0,-9.9,249.0,0.8
2025-02-28 18:40:10,1403/12/10 18:40:10,752.0,-7.5,30.0,-9.5,255.0,0.7
2025-02-28 18:30:10,1403/12/10 18:30:10,752.0,-7.2,29.0,-9.4,250.0,1.0
2025-02-28 18:20:10,1403/12/10 18:20:10,752.0,-7.0,28.0,-9.9,237.0,2.3
2025-02-28 18:10:10,1403/12/10 18:10:10,752.0,-7.6,32.0,-10.0,243.0,0.9
2025-02-28 18:00:10,1403/12/10 18:00:10,752.0,-7.8,35.0,-9.8,256.0,0.9
2025-02-28 17:50:10,1403/12/10 17:50:10,752.0,-8.0,36.0,-9.7,258.0,1.5
2025-02-28 17:40:10,1403/12/10 17:40:10,751.8,-8.4,39.0,-9.4,253.0,0.8
2025-02-28 17:30:10,1403/12/10 17:30:10,751.7,-8.3,39.0,-9.0,254.0,0.9
2025-02-28 17:20:10,1403/12/10 17:20:10,751.6,-8.1,39.0,-8.6,256.0,1.1
2025-02-28 17:10:10,1403/12/10 17:10:10,751.5,-8.1,38.0,-8.3,254.0,1.7
2025-02-28 17:00:10,1403/12/10 17:00:10,751.5,-6.7,32.0,-8.3,240.0,2.7
2025-02-28 16:50:10,1403/12/10 16:50:10,751.5,-6.9,33.0,-8.7,224.0,3.1
2025-02-28 16:40:10,1403/12/10 16:40:10,751.5,-7.2,35.0,-8.9,232.0,2.4
2025-02-28 16:30:10,1403/12/10 16:30:10,751.6,-7.5,36.0,-9.0,237.0,1.7
2025-02-28 16:20:10,1403/12/10 16:20:10,751.6,-7.6,36.0,-9.1,237.0,1.3
2025-02-28 16:10:10,1403/12/10 16:10:10,751.6,-8.0,40.0,-9.0,229.0,0.7
2025-02-28 16:00:10,1403/12/10 16:00:10,751.6,-7.8,41.0,-8.8,239.0,0.8
2025-02-28 15:50:10,1403/12/10 15:50:10,751.6,-8.6,48.0,-8.5,236.0,0.3
2025-02-28 15:40:10,1403/12/10 15:40:10,751.6,-8.4,48.0,-8.1,252.0,0.6
2025-02-28 15:30:10,1403/12/10 15:30:10,751.5,-7.8,46.0,-7.8,257.0,1.4
2025-02-28 15:20:10,1403/12/10 15:20:10,751.5,-7.7,46.0,-7.6,255.0,2.1
2025-02-28 15:10:10,1403/12/10 15:10:10,751.5,-7.5,46.0,-7.3,257.0,2.0
2025-02-28 15:00:10,1403/12/10 15:00:10,751.5,-7.0,43.0,-7.0,255.0,2.2
2025-02-28 14:50:11,1403/12/10 14:50:11,751.4,-6.9,42.0,-6.7,247.0,3.2
2025-02-28 14:40:11,1403/12/10 14:40:11,751.4,-6.6,41.0,-6.3,247.0,3.3
2025-02-28 14:30:11,1403/12/10 14:30:11,751.3,-6.3,41.0,-6.0,245.0,3.5
2025-02-28 14:20:11,1403/12/10 14:20:11,751.4,-5.9,40.0,-5.6,247.0,3.4
2025-02-28 14:10:11,1403/12/10 14:10:11,751.4,-5.7,39.0,-5.3,245.0,3.4
2025-02-28 14:00:11,1403/12/10 14:00:11,751.5,-5.3,39.0,-5.0,246.0,3.5
2025-02-28 13:50:11,1403/12/10 13:50:11,751.5,-5.1,39.0,-4.8,246.0,3.7
2025-02-28 13:40:11,1403/12/10 13:40:11,751.4,-5.0,38.0,-4.5,242.0,4.2
2025-02-28 13:30:10,1403/12/10 13:30:10,751.4,-4.9,38.0,-4.0,239.0,4.2
2025-02-28 13:20:10,1403/12/10 13:20:10,751.4,-4.8,38.0,-3.7,247.0,4.3
2025-02-28 13:10:10,1403/12/10 13:10:10,751.4,-4.5,38.0,-3.5,247.0,4.9
2025-02-28 13:00:10,1403/12/10 13:00:10,751.5,-4.4,38.0,-3.2,240.0,4.5
2025-02-28 12:50:10,1403/12/10 12:50:10,751.4,-4.1,39.0,-3.0,243.0,5.1
2025-02-28 12:40:10,1403/12/10 12:40:10,751.4,-4.0,39.0,-2.9,246.0,4.8
2025-02-28 12:30:10,1403/12/10 12:30:10,751.4,-4.0,39.0,-2.7,244.0,4.5
2025-02-28 12:20:10,1403/12/10 12:20:10,751.3,-3.9,39.0,-2.4,237.0,4.4
2025-02-28 12:10:10,1403/12/10 12:10:10,751.2,-3.7,38.0,-2.2,246.0,3.8
2025-02-28 12:00:10,1403/12/10 12:00:10,751.3,-3.7,39.0,-2.3,246.0,4.5
2025-02-28 11:50:10,1403/12/10 11:50:10,751.2,-3.7,38.0,-2.3,247.0,4.2
2025-02-28 11:40:10,1403/12/10 11:40:10,751.2,-3.7,39.0,-2.4,253.0,4.9
2025-02-28 11:30:10,1403/12/10 11:30:10,751.3,-3.8,38.0,-2.5,247.0,4.2
2025-02-28 11:20:10,1403/12/10 11:20:10,751.3,-3.8,39.0,-2.6,243.0,4.9
2025-02-28 11:10:10,1403/12/10 11:10:10,751.2,-4.1,38.0,-2.6,225.0,4.5
2025-02-28 11:00:10,1403/12/10 11:00:10,751.3,-4.1,37.0,-2.3,227.0,5.2
2025-02-28 10:50:10,1403/12/10 10:50:10,751.3,-3.9,35.0,-2.1,234.0,4.5
2025-02-28 10:40:10,1403/12/10 10:40:10,751.3,-3.8,35.0,-2.0,237.0,4.6
2025-02-28 10:30:10,1403/12/10 10:30:10,751.3,-3.9,34.0,-2.0,236.0,4.0
2025-02-28 10:20:10,1403/12/10 10:20:10,751.3,-3.9,34.0,-1.8,228.0,4.3
2025-02-28 10:10:10,1403/12/10 10:10:10,751.4,-4.0,35.0,-1.9,234.0,3.8
2025-02-28 10:00:10,1403/12/10 10:00:10,751.5,-4.3,35.0,-1.8,221.0,4.2
2025-02-28 09:50:10,1403/12/10 09:50:10,751.5,-4.2,34.0,-1.3,225.0,4.4
2025-02-28 09:40:10,1403/12/10 09:40:10,751.6,-4.1,34.0,-0.7,224.0,3.3
2025-02-28 09:30:10,1403/12/10 09:30:10,751.6,-3.6,34.0,-0.7,246.0,3.1
2025-02-28 09:20:10,1403/12/10 09:20:10,751.6,-3.9,33.0,-0.8,248.0,2.3
2025-02-28 09:10:10,1403/12/10 09:10:10,751.7,-3.8,32.0,-0.8,226.0,2.7
2025-02-28 09:00:10,1403/12/10 09:00:10,751.8,-4.1,30.0,-0.9,218.0,1.7
2025-02-28 08:50:10,1403/12/10 08:50:10,751.9,-4.1,31.0,-0.8,212.0,2.3
2025-02-28 08:40:10,1403/12/10 08:40:10,752.0,-4.3,31.0,-0.8,223.0,2.4
2025-02-28 08:30:10,1403/12/10 08:30:10,752.2,-4.4,30.0,-0.7,222.0,2.6
2025-02-28 08:20:10,1403/12/10 08:20:10,752.3,-4.1,28.0,-0.5,222.0,2.4
2025-02-28 08:10:10,1403/12/10 08:10:10,752.4,-4.0,27.0,-0.6,225.0,1.9
2025-02-28 08:00:10,1403/12/10 08:00:10,752.5,-4.0,27.0,-0.9,236.0,1.8
2025-02-28 07:50:10,1403/12/10 07:50:10,752.5,-4.3,26.0,-1.2,223.0,1.8
2025-02-28 07:40:10,1403/12/10 07:40:10,752.5,-4.6,27.0,-1.7,237.0,1.4
2025-02-28 07:30:10,1403/12/10 07:30:10,752.5,-5.2,29.0,-1.9,228.0,2.5
2025-02-28 07:20:10,1403/12/10 07:20:10,752.5,-4.8,26.0,-1.5,228.0,2.5
2025-02-28 07:10:10,1403/12/10 07:10:10,752.5,-3.9,21.0,-1.7,239.0,0.7
2025-02-28 07:00:10,1403/12/10 07:00:10,752.6,-3.8,20.0,-2.3,221.0,0.1
2025-02-28 06:50:10,1403/12/10 06:50:10,752.7,-4.1,21.0,-2.7,204.0,0.0
2025-02-28 06:40:10,1403/12/10 06:40:10,752.6,-4.5,22.0,-2.7,209.0,0.2
2025-02-28 06:30:10,1403/12/10 06:30:10,752.7,-5.1,23.0,-3.1,221.0,0.0
2025-02-28 06:20:10,1403/12/10 06:20:10,752.8,-6.1,26.0,-3.8,229.0,0.6
2025-02-28 06:10:10,1403/12/10 06:10:10,752.9,-6.7,29.0,-4.6,239.0,1.6
2025-02-28 06:00:10,1403/12/10 06:00:10,752.8,-7.3,27.0,-5.2,230.0,2.4
2025-02-28 05:50:10,1403/12/10 05:50:10,752.8,-7.7,28.0,-5.4,217.0,2.7
2025-02-28 05:40:10,1403/12/10 05:40:10,752.8,-7.6,27.0,-5.5,221.0,2.7
2025-02-28 05:30:10,1403/12/10 05:30:10,752.7,-7.3,25.0,-5.8,224.0,2.2
2025-02-28 05:20:10,1403/12/10 05:20:10,752.7,-6.3,24.0,-6.7,243.0,1.7
2025-02-28 05:10:10,1403/12/10 05:10:10,752.7,-6.7,26.0,-7.9,237.0,1.0
2025-02-28 05:00:10,1403/12/10 05:00:10,752.5,-6.7,27.0,-8.5,235.0,0.0
2025-02-28 04:50:10,1403/12/10 04:50:10,752.4,-7.4,28.0,-9.0,237.0,0.0
2025-02-28 04:40:10,1403/12/10 04:40:10,752.3,-8.6,31.0,-9.4,234.0,0.0
2025-02-28 04:30:10,1403/12/10 04:30:10,752.2,-9.8,31.0,-9.5,215.0,0.1
2025-02-28 04:20:10,1403/12/10 04:20:10,752.1,-10.1,33.0,-10.4,250.0,0.2
2025-02-28 04:10:10,1403/12/10 04:10:10,752.1,-11.0,37.0,-11.6,245.0,0.4
2025-02-28 04:00:10,1403/12/10 04:00:10,751.9,-12.3,37.0,-12.4,192.0,0.2
2025-02-28 03:50:10,1403/12/10 03:50:10,751.9,-12.0,35.0,-13.1,205.0,0.9
2025-02-28 03:40:10,1403/12/10 03:40:10,751.8,-12.7,35.0,-13.7,203.0,1.8
2025-02-28 03:30:10,1403/12/10 03:30:10,751.6,-13.3,33.0,-13.7,197.0,1.3
2025-02-28 03:20:11,1403/12/10 03:20:11,751.5,-13.9,34.0,-13.6,192.0,0.7
2025-02-28 03:10:11,1403/12/10 03:10:11,751.4,-13.5,32.0,-13.4,220.0,0.2
2025-02-28 03:00:11,1403/12/10 03:00:11,751.4,-12.9,34.0,-12.6,243.0,0.4
2025-02-28 02:50:11,1403/12/10 02:50:11,751.4,-13.1,35.0,-12.4,237.0,1.3
2025-02-28 02:40:11,1403/12/10 02:40:11,751.5,-13.3,41.0,-12.8,226.0,1.7
2025-02-28 02:30:11,1403/12/10 02:30:11,751.4,-14.6,42.0,-12.6,248.0,1.5
2025-02-28 02:20:11,1403/12/10 02:20:11,751.4,-13.1,39.0,-12.6,254.0,1.2
2025-02-28 02:10:11,1403/12/10 02:10:11,751.4,-13.4,36.0,-12.7,250.0,1.2
2025-02-28 02:00:11,1403/12/10 02:00:11,751.3,-13.7,35.0,-12.7,219.0,0.0
2025-02-28 01:50:10,1403/12/10 01:50:10,751.3,-13.5,35.0,-12.3,228.0,0.2
2025-02-28 01:40:10,1403/12/10 01:40:10,751.3,-12.3,37.0,-11.9,233.0,0.2
2025-02-28 01:30:10,1403/12/10 01:30:10,751.3,-12.8,34.0,-11.8,202.0,1.2
2025-02-28 01:20:10,1403/12/10 01:20:10,751.3,-12.1,39.0,-11.7,230.0,0.3
2025-02-28 01:10:10,1403/12/10 01:10:10,751.2,-12.2,42.0,-11.5,252.0,0.8
2025-02-28 01:00:10,1403/12/10 01:00:10,751.1,-12.4,39.0,-11.3,251.0,1.1
2025-02-28 00:50:10,1403/12/10 00:50:10,751.1,-12.1,38.0,-11.3,237.0,1.2
2025-02-28 00:40:10,1403/12/10 00:40:10,751.1,-11.9,36.0,-11.0,234.0,1.3
2025-02-28 00:30:10,1403/12/10 00:30:10,751.1,-11.4,38.0,-11.1,234.0,1.5
2025-02-28 00:20:10,1403/12/10 00:20:10,751.0,-11.5,40.0,-11.0,250.0,1.4
2025-02-28 00:10:10,1403/12/10 00:10:10,751.0,-11.8,40.0,-11.1,230.0,1.5
2025-02-28 00:00:10,1403/12/10 00:00:10,751.0,-11.7,41.0,-11.3,219.0,1.7
2025-02-27 23:50:10,1403/12/09 23:50:10,750.9,-12.4,44.0,-11.5,228.0,1.8
2025-02-27 23:40:10,1403/12/09 23:40:10,750.9,-12.4,41.0,-11.3,254.0,1.3
2025-02-27 23:30:10,1403/12/09 23:30:10,751.0,-12.1,42.0,-11.2,255.0,1.7
2025-02-27 23:20:10,1403/12/09 23:20:10,751.0,-12.6,42.0,-11.4,237.0,2.1
2025-02-27 23:10:10,1403/12/09 23:10:10,751.0,-12.2,42.0,-11.4,247.0,1.5
2025-02-27 23:00:10,1403/12/09 23:00:10,751.0,-12.1,42.0,-11.6,249.0,1.3
2025-02-27 22:50:10,1403/12/09 22:50:10,751.0,-12.1,41.0,-11.3,240.0,0.9
2025-02-27 22:40:10,1403/12/09 22:40:10,751.0,-11.9,40.0,-10.9,216.0,1.0
2025-02-27 22:30:10,1403/12/09 22:30:10,751.0,-11.0,38.0,-10.2,233.0,1.5
2025-02-27 22:20:10,1403/12/09 22:20:10,750.9,-10.3,34.0,-10.0,218.0,2.1
2025-02-27 22:10:10,1403/12/09 22:10:10,750.9,-9.3,28.0,-10.1,208.0,1.3
2025-02-27 22:00:10,1403/12/09 22:00:10,750.8,-9.7,32.0,-10.1,196.0,3.9
2025-02-27 21:50:10,1403/12/09 21:50:10,750.8,-9.6,35.0,-10.0,191.0,6.4
2025-02-27 21:40:10,1403/12/09 21:40:10,750.8,-9.9,39.0,-10.0,191.0,8.1
2025-02-27 21:30:10,1403/12/09 21:30:10,750.7,-9.8,40.0,-10.1,192.0,9.3
2025-02-27 21:20:10,1403/12/09 21:20:10,750.7,-10.0,41.0,-10.1,193.0,9.9
2025-02-27 21:10:10,1403/12/09 21:10:10,750.8,-10.3,47.0,-10.3,195.0,10.1
2025-02-27 21:00:10,1403/12/09 21:00:10,750.8,-10.6,48.0,-10.4,191.0,11.7
2025-02-27 20:50:10,1403/12/09 20:50:10,750.9,-10.7,49.0,-10.5,189.0,11.1
2025-02-27 20:40:10,1403/12/09 20:40:10,750.9,-10.8,51.0,-10.4,189.0,11.3
2025-02-27 20:30:10,1403/12/09 20:30:10,750.8,-10.8,51.0,-10.4,193.0,11.7
2025-02-27 20:20:10,1403/12/09 20:20:10,750.8,-10.9,52.0,-10.3,194.0,12.1
2025-02-27 20:10:10,1403/12/09 20:10:10,750.9,-10.3,48.0,-10.3,199.0,9.0
2025-02-27 20:00:10,1403/12/09 20:00:10,751.0,-10.5,49.0,-10.9,189.0,7.2
2025-02-27 19:50:10,1403/12/09 19:50:10,751.1,-10.8,46.0,-11.7,205.0,4.3
2025-02-27 19:40:10,1403/12/09 19:40:10,751.1,-11.3,48.0,-11.5,221.0,0.2
2025-02-27 19:30:10,1403/12/09 19:30:10,751.1,-11.1,45.0,-10.7,210.0,0.1
2025-02-27 19:20:10,1403/12/09 19:20:10,751.0,-11.2,44.0,-10.2,222.0,0.4
2025-02-27 19:10:10,1403/12/09 19:10:10,751.0,-10.4,42.0,-9.6,218.0,1.7
2025-02-27 19:00:10,1403/12/09 19:00:10,750.9,-10.2,44.0,-9.7,204.0,2.2
2025-02-27 18:50:10,1403/12/09 18:50:10,750.9,-10.5,48.0,-10.0,211.0,3.7
2025-02-27 18:40:10,1403/12/09 18:40:10,751.0,-10.4,49.0,-10.1,223.0,1.0
2025-02-27 18:30:10,1403/12/09 18:30:10,751.0,-10.4,49.0,-10.2,200.0,1.7
2025-02-27 18:20:10,1403/12/09 18:20:10,750.9,-10.2,52.0,-10.4,193.0,5.1
2025-02-27 18:10:10,1403/12/09 18:10:10,751.1,-10.8,56.0,-10.9,199.0,2.6
2025-02-27 18:00:10,1403/12/09 18:00:10,751.1,-11.4,60.0,-11.2,227.0,1.5
2025-02-27 17:50:10,1403/12/09 17:50:10,751.0,-11.4,61.0,-11.4,222.0,0.9
2025-02-27 17:40:10,1403/12/09 17:40:10,751.0,-11.7,60.0,-11.5,232.0,0.2
2025-02-27 17:30:10,1403/12/09 17:30:10,751.0,-11.3,56.0,-11.4,233.0,0.3
2025-02-27 17:20:10,1403/12/09 17:20:10,751.0,-10.5,54.0,-11.3,232.0,0.0
2025-02-27 17:10:10,1403/12/09 17:10:10,750.9,-10.5,53.0,-11.3,226.0,0.1
2025-02-27 17:00:10,1403/12/09 17:00:10,751.0,-10.5,54.0,-11.2,244.0,0.3
2025-02-27 16:50:10,1403/12/09 16:50:10,751.0,-10.7,56.0,-10.7,241.0,0.1
2025-02-27 16:40:10,1403/12/09 16:40:10,751.0,-10.6,55.0,-10.3,247.0,0.7
2025-02-27 16:30:10,1403/12/09 16:30:10,751.0,-10.5,54.0,-10.1,229.0,0.2
2025-02-27 16:20:10,1403/12/09 16:20:10,750.9,-9.9,54.0,-9.8,248.0,1.0
2025-02-27 16:10:10,1403/12/09 16:10:10,750.9,-9.9,53.0,-9.4,239.0,0.4
2025-02-27 16:00:10,1403/12/09 16:00:10,750.9,-9.3,53.0,-8.9,250.0,1.2
2025-02-27 15:50:11,1403/12/09 15:50:11,750.8,-9.0,53.0,-8.4,252.0,1.0
2025-02-27 15:40:11,1403/12/09 15:40:11,750.8,-8.7,53.0,-8.0,257.0,1.9
2025-02-27 15:30:11,1403/12/09 15:30:11,750.7,-8.6,52.0,-7.7,253.0,2.4
2025-02-27 15:20:11,1403/12/09 15:20:11,750.6,-8.2,51.0,-7.5,254.0,2.8
2025-02-27 15:10:11,1403/12/09 15:10:11,750.6,-8.0,50.0,-7.3,252.0,3.4
2025-02-27 15:00:11,1403/12/09 15:00:11,750.5,-7.7,48.0,-7.1,250.0,3.8
2025-02-27 14:50:11,1403/12/09 14:50:11,750.5,-7.6,48.0,-6.9,251.0,4.3
2025-02-27 14:40:11,1403/12/09 14:40:11,750.4,-7.4,48.0,-6.6,249.0,3.8
2025-02-27 14:30:11,1403/12/09 14:30:11,750.4,-7.0,46.0,-6.3,248.0,3.9
2025-02-27 14:20:10,1403/12/09 14:20:10,750.4,-6.5,44.0,-5.9,250.0,4.3
2025-02-27 14:10:10,1403/12/09 14:10:10,750.3,-6.2,44.0,-5.5,242.0,5.1
2025-02-27 14:00:10,1403/12/09 14:00:10,750.2,-5.9,44.0,-5.2,240.0,4.7
2025-02-27 13:50:10,1403/12/09 13:50:10,750.2,-5.6,43.0,-4.9,241.0,4.5
2025-02-27 13:40:10,1403/12/09 13:40:10,750.2,-5.4,43.0,-4.4,239.0,4.8
2025-02-27 13:30:10,1403/12/09 13:30:10,750.2,-5.0,42.0,-3.9,244.0,4.4
2025-02-27 13:20:10,1403/12/09 13:20:10,750.2,-4.8,41.0,-3.7,248.0,4.7
2025-02-27 13:10:10,1403/12/09 13:10:10,750.2,-4.4,40.0,-3.5,247.0,4.4
2025-02-27 13:00:10,1403/12/09 13:00:10,750.2,-4.4,40.0,-3.6,244.0,4.7
2025-02-27 12:50:10,1403/12/09 12:50:10,750.1,-4.6,39.0,-3.7,256.0,4.5
2025-02-27 12:40:10,1403/12/09 12:40:10,750.1,-4.6,40.0,-3.6,257.0,5.4
2025-02-27 12:30:10,1403/12/09 12:30:10,750.1,-4.5,39.0,-3.2,256.0,6.0
2025-02-27 12:20:10,1403/12/09 12:20:10,750.1,-4.1,40.0,-2.8,239.0,5.4
2025-02-27 12:10:10,1403/12/09 12:10:10,750.2,-4.2,40.0,-2.7,245.0,4.7
2025-02-27 12:00:10,1403/12/09 12:00:10,750.1,-4.0,40.0,-2.6,251.0,5.5
2025-02-27 11:50:10,1403/12/09 11:50:10,750.1,-3.9,40.0,-2.5,246.0,4.4
2025-02-27 11:40:10,1403/12/09 11:40:10,750.2,-3.8,39.0,-2.5,252.0,5.6
2025-02-27 11:30:10,1403/12/09 11:30:10,750.2,-3.9,38.0,-2.5,251.0,5.0
2025-02-27 11:20:10,1403/12/09 11:20:10,750.1,-3.9,38.0,-2.3,244.0,4.7
2025-02-27 11:10:10,1403/12/09 11:10:10,750.2,-4.1,37.0,-2.3,248.0,4.4
2025-02-27 11:00:10,1403/12/09 11:00:10,750.2,-4.0,38.0,-2.2,247.0,5.7
2025-02-27 10:50:10,1403/12/09 10:50:10,750.3,-4.2,37.0,-2.2,242.0,3.8
2025-02-27 10:40:10,1403/12/09 10:40:10,750.3,-4.2,37.0,-2.1,250.0,4.9
2025-02-27 10:30:10,1403/12/09 10:30:10,750.4,-4.1,38.0,-2.0,242.0,3.8
2025-02-27 10:20:10,1403/12/09 10:20:10,750.5,-4.3,39.0,-2.1,252.0,4.1
2025-02-27 10:10:10,1403/12/09 10:10:10,750.5,-4.2,39.0,-2.0,235.0,4.0
2025-02-27 10:00:10,1403/12/09 10:00:10,750.6,-4.5,40.0,-1.9,241.0,4.6
2025-02-27 09:50:10,1403/12/09 09:50:10,750.7,-4.4,39.0,-2.0,247.0,3.8
2025-02-27 09:40:10,1403/12/09 09:40:10,750.9,-4.7,40.0,-2.1,251.0,5.3
2025-02-27 09:30:10,1403/12/09 09:30:10,751.0,-5.0,38.0,-1.9,254.0,3.6
2025-02-27 09:20:10,1403/12/09 09:20:10,751.1,-4.6,38.0,-1.9,246.0,4.4
2025-02-27 09:10:10,1403/12/09 09:10:10,751.2,-5.0,37.0,-2.0,244.0,4.1
2025-02-27 09:00:10,1403/12/09 09:00:10,751.3,-4.8,36.0,-1.9,247.0,4.0
2025-02-27 08:50:10,1403/12/09 08:50:10,751.3,-4.9,35.0,-2.0,243.0,3.5
2025-02-27 08:40:10,1403/12/09 08:40:10,751.4,-5.2,33.0,-1.9,220.0,3.3
2025-02-27 08:30:10,1403/12/09 08:30:10,751.4,-5.1,33.0,-1.9,224.0,3.4
2025-02-27 08:20:10,1403/12/09 08:20:10,751.5,-5.4,33.0,-2.2,227.0,3.3
2025-02-27 08:10:10,1403/12/09 08:10:10,751.5,-5.3,32.0,-2.4,229.0,3.3
2025-02-27 08:00:10,1403/12/09 08:00:10,751.6,-5.6,31.0,-2.5,222.0,3.2
2025-02-27 07:50:10,1403/12/09 07:50:10,751.7,-5.5,29.0,-2.5,223.0,3.0
2025-02-27 07:40:10,1403/12/09 07:40:10,751.7,-5.4,28.0,-2.4,227.0,3.4
2025-02-27 07:30:10,1403/12/09 07:30:10,751.6,-5.3,28.0,-2.3,225.0,2.9
2025-02-27 07:20:10,1403/12/09 07:20:10,751.6,-5.2,29.0,-2.1,228.0,2.5
2025-02-27 07:10:10,1403/12/09 07:10:10,751.7,-5.2,28.0,-2.0,222.0,2.1
2025-02-27 07:00:10,1403/12/09 07:00:10,751.7,-5.4,27.0,-2.2,233.0,1.9
2025-02-27 06:50:10,1403/12/09 06:50:10,751.7,-5.4,26.0,-2.1,230.0,1.9
2025-02-27 06:40:10,1403/12/09 06:40:10,751.7,-5.5,26.0,-2.0,232.0,2.0
2025-02-27 06:30:10,1403/12/09 06:30:10,751.7,-5.2,24.0,-2.2,232.0,1.4
2025-02-27 06:20:10,1403/12/09 06:20:10,751.7,-5.1,21.0,-2.3,223.0,0.2
2025-02-27 06:10:10,1403/12/09 06:10:10,751.7,-4.0,21.0,-2.6,217.0,0.0
2025-02-27 06:00:10,1403/12/09 06:00:10,751.7,-4.6,22.0,-3.3,218.0,0.1
2025-02-27 05:50:10,1403/12/09 05:50:10,751.7,-4.8,23.0,-4.2,228.0,0.3
2025-02-27 05:40:10,1403/12/09 05:40:10,751.7,-6.5,27.0,-4.9,233.0,0.8
2025-02-27 05:30:10,1403/12/09 05:30:10,751.6,-6.6,28.0,-5.0,223.0,1.7
2025-02-27 05:20:10,1403/12/09 05:20:10,751.6,-6.1,29.0,-5.4,246.0,1.6
2025-02-27 05:10:10,1403/12/09 05:10:10,751.6,-7.0,33.0,-6.0,238.0,1.0
2025-02-27 05:00:10,1403/12/09 05:00:10,751.5,-7.3,34.0,-6.6,231.0,1.1
2025-02-27 04:50:10,1403/12/09 04:50:10,751.5,-7.7,35.0,-7.3,235.0,0.2
2025-02-27 04:40:10,1403/12/09 04:40:10,751.5,-8.1,37.0,-7.9,232.0,0.8
2025-02-27 04:30:10,1403/12/09 04:30:10,751.5,-9.3,39.0,-8.6,240.0,0.2
2025-02-27 04:20:10,1403/12/09 04:20:10,751.4,-9.4,40.0,-9.3,232.0,0.1
2025-02-27 04:10:11,1403/12/09 04:10:11,751.3,-10.3,42.0,-10.0,231.0,0.2
2025-02-27 04:00:11,1403/12/09 04:00:11,751.3,-11.0,46.0,-10.9,254.0,1.1
2025-02-27 03:50:11,1403/12/09 03:50:11,751.4,-12.1,49.0,-11.5,255.0,1.5
2025-02-27 03:40:11,1403/12/09 03:40:11,751.5,-12.9,51.0,-11.7,255.0,1.1
2025-02-27 03:30:11,1403/12/09 03:30:11,751.5,-13.0,51.0,-11.9,230.0,1.1
